0.000000	1.500000	0.000000	0.000000	3.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	1.500000	0.000000	0.000000	3.000000	1.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	-0.000000	0.000000	0.000009	0.005018	0.000000	0.000009	-0.000009	0.000000	
0.000000	1.500000	0.000000	0.000000	3.000000	1.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000005	0.000083	0.000000	0.000005	-0.000005	0.000000	0.009198	0.156125	0.000000	0.009198	-0.009198	0.000000	
0.000000	1.500000	0.000000	0.000000	3.000000	1.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000056	0.000398	0.000000	0.000056	-0.000056	0.000000	0.094402	0.474248	0.000000	0.094402	-0.094402	0.000000	
0.000000	1.500000	0.000000	0.000000	3.000000	1.000000	0.000000	0.000001	0.000000	0.000000	-0.000000	0.000000	0.000254	0.001047	0.000000	0.000254	-0.000254	0.000000	0.301285	0.822623	0.000000	0.301285	-0.301285	0.000000	
0.000000	1.500000	0.000000	0.000000	3.000000	1.000000	0.000001	0.000003	0.000000	0.000001	-0.000001	0.000000	0.000703	0.002043	0.000000	0.000703	-0.000703	0.000000	0.596435	1.169533	0.000000	0.596435	-0.596435	0.000000	
0.000000	1.500000	0.000000	0.000000	3.000000	1.000000	0.000002	0.000005	0.000000	0.000002	-0.000002	0.000000	0.001467	0.003360	0.000000	0.001467	-0.001467	0.000000	0.931852	1.465598	0.000000	0.931852	-0.931852	0.000000	
0.000000	1.500000	0.000000	0.000000	3.000000	1.000000	0.000004	0.000009	0.000000	0.000004	-0.000004	0.000000	0.002573	0.004876	0.000000	0.002573	-0.002573	0.000000	1.279164	1.566557	0.000006	1.279164	-1.279164	0.000000	
0.000000	1.500000	0.000000	0.000000	3.000000	1.000000	0.000007	0.000015	0.000000	0.000007	-0.000007	0.000000	0.004026	0.006443	0.000000	0.004026	-0.004026	0.000000	1.628193	1.567259	0.000043	1.628193	-1.628193	0.000000	
0.000000	1.500000	0.000000	0.000000	3.000000	1.000000	0.000012	0.000022	0.000000	0.000012	-0.000012	0.000000	0.005829	0.008011	0.000000	0.005829	-0.005829	0.000000	1.977142	1.567259	0.000213	1.977142	-1.977142	0.000000	
