-0.000698	-0.100321	-0.699646	0.202144	-0.500598	-0.502551	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
-0.000698	-0.100321	-0.699646	0.202144	-0.500598	-0.502551	0.000108	-0.000060	0.000041	-0.000050	0.000033	0.000145	0.161269	-0.089830	0.061799	-0.075231	0.050018	0.217616	
-0.000698	-0.100322	-0.699646	0.202144	-0.500598	-0.502551	0.000349	-0.000195	0.000134	-0.000163	0.000108	0.000472	0.322537	-0.179660	0.123599	-0.150461	0.100036	0.435233	
-0.000697	-0.100322	-0.699646	0.202144	-0.500598	-0.502550	0.000753	-0.000419	0.000288	-0.000351	0.000233	0.001016	0.483805	-0.269490	0.185399	-0.225693	0.150054	0.652849	
-0.000696	-0.100322	-0.699645	0.202143	-0.500598	-0.502549	0.001317	-0.000734	0.000505	-0.000614	0.000408	0.001777	0.645072	-0.359322	0.247202	-0.300924	0.200071	0.870466	
-0.000695	-0.100323	-0.699645	0.202142	-0.500597	-0.502547	0.002043	-0.001138	0.000783	-0.000953	0.000634	0.002756	0.806338	-0.449157	0.309008	-0.376158	0.250086	1.088083	
-0.000692	-0.100325	-0.699644	0.202141	-0.500596	-0.502543	0.002930	-0.001632	0.001123	-0.001367	0.000909	0.003953	0.967602	-0.538995	0.370819	-0.451393	0.300098	1.305699	
-0.000689	-0.100327	-0.699642	0.202140	-0.500595	-0.502539	0.003978	-0.002216	0.001524	-0.001856	0.001234	0.005368	1.128862	-0.628840	0.432638	-0.526630	0.350106	1.523316	
-0.000684	-0.100329	-0.699641	0.202138	-0.500594	-0.502533	0.005187	-0.002890	0.001988	-0.002420	0.001609	0.007000	1.290118	-0.718692	0.494467	-0.601872	0.400109	1.740933	
-0.000679	-0.100332	-0.699638	0.202135	-0.500592	-0.502525	0.006558	-0.003653	0.002513	-0.003059	0.002034	0.008850	1.451369	-0.808554	0.556310	-0.677119	0.450105	1.958551	
-0.000671	-0.100336	-0.699636	0.202131	-0.500590	-0.502515	0.008090	-0.004507	0.003101	-0.003774	0.002509	0.010917	1.612612	-0.898429	0.618171	-0.752371	0.500093	2.176169	
-0.000662	-0.100341	-0.699632	0.202127	-0.500587	-0.502503	0.009783	-0.005450	0.003750	-0.004564	0.003034	0.013202	1.773847	-0.988321	0.680052	-0.827632	0.550069	2.393787	
-0.000652	-0.100347	-0.699628	0.202122	-0.500584	-0.502488	0.011638	-0.006483	0.004461	-0.005429	0.003609	0.015705	1.935072	-1.078231	0.741960	-0.902902	0.600033	2.611406	
-0.000639	-0.100354	-0.699623	0.202116	-0.500580	-0.502471	0.013654	-0.007607	0.005234	-0.006370	0.004234	0.018425	2.096284	-1.168164	0.803898	-0.978183	0.649981	2.829026	
-0.000624	-0.100363	-0.699618	0.202110	-0.500575	-0.502452	0.015830	-0.008820	0.006069	-0.007386	0.004909	0.021363	2.257481	-1.258124	0.865872	-1.053477	0.699911	3.046647	
-0.000607	-0.100372	-0.699611	0.202102	-0.500570	-0.502429	0.018168	-0.010123	0.006965	-0.008477	0.005634	0.024518	2.418661	-1.348115	0.927887	-1.128786	0.749820	3.264268	
-0.000588	-0.100383	-0.699604	0.202093	-0.500564	-0.502403	0.020668	-0.011516	0.007924	-0.009643	0.006409	0.027891	2.579822	-1.438142	0.989950	-1.204112	0.799704	3.481891	
-0.000566	-0.100395	-0.699595	0.202082	-0.500557	-0.502373	0.023328	-0.012999	0.008945	-0.010885	0.007233	0.031482	2.740961	-1.528209	1.052068	-1.279458	0.849561	3.699515	
