0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	
-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000002	0.000001	-0.000001	0.000001	-0.000002	0.000004	-0.003260	0.001087	-0.001087	0.002173	-0.004347	0.007606	
-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000007	0.000002	-0.000002	0.000004	-0.000009	0.000015	-0.006520	0.002173	-0.002173	0.004347	-0.008693	0.015213	
-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000015	0.000005	-0.000005	0.000010	-0.000020	0.000034	-0.009780	0.003260	-0.003260	0.006520	-0.013040	0.022819	
-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000026	0.000009	-0.000009	0.000017	-0.000035	0.000061	-0.013040	0.004347	-0.004347	0.008693	-0.017386	0.030426	
-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000041	0.000014	-0.000014	0.000027	-0.000054	0.000095	-0.016299	0.005433	-0.005433	0.010866	-0.021733	0.038032	
-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000059	0.000020	-0.000020	0.000039	-0.000078	0.000137	-0.019559	0.006520	-0.006520	0.013040	-0.026079	0.045638	
-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000080	0.000027	-0.000027	0.000053	-0.000106	0.000186	-0.022819	0.007606	-0.007606	0.015213	-0.030426	0.053245	
-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000001	-0.000104	0.000035	-0.000035	0.000070	-0.000139	0.000243	-0.026079	0.008693	-0.008693	0.017386	-0.034772	0.060851	
-0.000000	0.000000	-0.000000	0.000000	-0.000001	0.000001	-0.000132	0.000044	-0.000044	0.000088	-0.000176	0.000308	-0.029339	0.009780	-0.009780	0.019559	-0.039119	0.068457	
-0.000001	0.000000	-0.000000	0.000000	-0.000001	0.000001	-0.000163	0.000054	-0.000054	0.000109	-0.000217	0.000380	-0.032599	0.010866	-0.010866	0.021733	-0.043465	0.076064	
-0.000001	0.000000	-0.000000	0.000000	-0.000001	0.000002	-0.000197	0.000066	-0.000066	0.000131	-0.000263	0.000460	-0.035859	0.011953	-0.011953	0.023906	-0.047812	0.083670	
-0.000001	0.000000	-0.000000	0.000001	-0.000001	0.000002	-0.000235	0.000078	-0.000078	0.000156	-0.000313	0.000548	-0.039119	0.013040	-0.013040	0.026079	-0.052158	0.091277	
-0.000001	0.000000	-0.000000	0.000001	-0.000002	0.000003	-0.000275	0.000092	-0.000092	0.000184	-0.000367	0.000643	-0.042378	0.014126	-0.014126	0.028252	-0.056505	0.098883	
-0.000001	0.000000	-0.000000	0.000001	-0.000002	0.000003	-0.000319	0.000106	-0.000106	0.000213	-0.000426	0.000745	-0.045638	0.015213	-0.015213	0.030426	-0.060851	0.106489	
-0.000002	0.000001	-0.000001	0.000001	-0.000002	0.000004	-0.000367	0.000122	-0.000122	0.000244	-0.000489	0.000856	-0.048898	0.016299	-0.016299	0.032599	-0.065198	0.114096	
-0.000002	0.000001	-0.000001	0.000001	-0.000003	0.000005	-0.000417	0.000139	-0.000139	0.000278	-0.000556	0.000974	-0.052158	0.017386	-0.017386	0.034772	-0.069544	0.121702	
-0.000003	0.000001	-0.000001	0.000002	-0.000004	0.000006	-0.000471	0.000157	-0.000157	0.000314	-0.000628	0.001099	-0.055418	0.018473	-0.018473	0.036945	-0.073891	0.129309	
-0.000003	0.000001	-0.000001	0.000002	-0.000004	0.000007	-0.000528	0.000176	-0.000176	0.000352	-0.000704	0.001232	-0.058678	0.019559	-0.019559	0.039119	-0.078237	0.136915	
-0.000004	0.000001	-0.000001	0.000002	-0.000005	0.000009	-0.000588	0.000196	-0.000196	0.000392	-0.000785	0.001373	-0.061938	0.020646	-0.020646	0.041292	-0.082584	0.144521	
-0.000004	0.000001	-0.000001	0.000003	-0.000006	0.000010	-0.000652	0.000217	-0.000217	0.000435	-0.000869	0.001521	-0.065198	0.021733	-0.021733	0.043465	-0.086930	0.152128	
-0.000005	0.000002	-0.000002	0.000003	-0.000007	0.000012	-0.000719	0.000240	-0.000240	0.000479	-0.000958	0.001677	-0.068457	0.022819	-0.022819	0.045638	-0.091277	0.159734	
-0.000006	0.000002	-0.000002	0.000004	-0.000008	0.000013	-0.000789	0.000263	-0.000263	0.000526	-0.001052	0.001841	-0.071717	0.023906	-0.023906	0.047812	-0.095623	0.167341	
-0.000007	0.000002	-0.000002	0.000004	-0.000009	0.000015	-0.000862	0.000287	-0.000287	0.000575	-0.001150	0.002012	-0.074977	0.024992	-0.024992	0.049985	-0.099970	0.174947	
-0.000008	0.000003	-0.000003	0.000005	-0.000010	0.000018	-0.000939	0.000313	-0.000313	0.000626	-0.001252	0.002191	-0.078237	0.026079	-0.026079	0.052158	-0.104316	0.182553	
-0.000008	0.000003	-0.000003	0.000006	-0.000011	0.000020	-0.001019	0.000340	-0.000340	0.000679	-0.001358	0.002377	-0.081497	0.027166	-0.027166	0.054331	-0.108663	0.190160	
-0.000010	0.000003	-0.000003	0.000006	-0.000013	0.000022	-0.001102	0.000367	-0.000367	0.000735	-0.001469	0.002571	-0.084757	0.028252	-0.028252	0.056505	-0.113009	0.197766	
-0.000011	0.000004	-0.000004	0.000007	-0.000014	0.000025	-0.001188	0.000396	-0.000396	0.000792	-0.001584	0.002773	-0.088017	0.029339	-0.029339	0.058678	-0.117356	0.205372	
